customer_lifetime_value,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,total_claim_amount,clt_categories,predicted_income,final_income
12101.20884,0,112,28,30,0,2,1252.406235,Very Low,17343.0,17343.0
2453.570794,29735,69,3,92,0,1,331.2,Very Low,49665.0,29735.0
5075.66267,23082,65,18,90,0,7,312.0,Very Low,23352.0,23082.0
3214.979402,53984,80,15,62,0,1,421.484456,Very Low,22842.0,53984.0
12275.34309,52135,156,6,86,0,9,430.505942,Very Low,28354.0,52135.0
2722.210707,17576,71,29,70,0,1,398.502948,Very Low,55687.0,17576.0
2457.440923,29486,62,19,73,0,1,7.646763,Very Low,21546.0,29486.0
3554.845264,58557,88,4,83,0,1,55.510526,Very Low,58236.0,58557.0
4929.549699,25632,63,27,52,0,7,351.270869,Very Low,18375.0,25632.0
8036.45034,0,112,7,42,0,9,806.4,Very Low,64801.0,64801.0
4276.915328,18768,68,19,53,3,3,647.454583,Very Low,45257.0,18768.0
33473.34946,33190,106,18,95,0,2,508.8,Low,26854.0,33190.0
5960.581363,47945,74,32,39,0,3,128.43823,Very Low,23827.0,47945.0
44795.46942,58778,126,6,62,0,2,302.033971,Moderate,26463.0,58778.0
3832.118106,15192,100,1,7,0,1,480.0,Very Low,18129.0,15192.0
6837.932624,51859,171,0,21,0,1,1003.160633,Very Low,29590.0,51859.0
5285.26816,23422,72,25,76,0,3,518.4,Very Low,24314.0,23422.0
3096.511217,21604,79,14,28,0,1,379.2,Very Low,17269.0,21604.0
3589.710715,79298,90,22,2,0,1,244.362072,Very Low,49214.0,79298.0
2582.408525,76731,64,2,68,0,1,201.455005,Very Low,18558.0,76731.0
2487.729726,67282,62,29,27,0,1,297.6,Very Low,24711.0,67282.0
13575.67599,48534,115,29,79,1,2,552.0,Very Low,17483.0,48534.0
4685.504251,77678,116,32,81,0,1,741.418485,Very Low,15340.0,77678.0
28685.82785,48412,104,15,23,0,2,707.430832,Low,51066.0,48412.0
2764.032126,33837,72,29,54,4,1,305.575785,Very Low,26173.0,33837.0
6183.111464,23712,85,2,20,0,3,376.126419,Very Low,23769.0,23712.0
3873.647046,28142,105,18,50,0,1,701.708239,Very Low,72302.0,28142.0
18929.3306,72196,68,8,61,0,2,152.184244,Low,13483.0,72196.0
5553.295758,68197,69,1,81,0,3,176.819414,Very Low,36650.0,68197.0
5011.259184,75248,63,13,71,0,5,104.454624,Very Low,30855.0,75248.0
10442.44633,0,98,9,50,0,2,941.718054,Very Low,21142.0,21142.0
2199.61781,0,65,5,19,1,1,468.0,Very Low,52629.0,52629.0
8709.845263,41546,111,4,47,0,3,121.306839,Very Low,58842.0,41546.0
7484.310483,46998,96,13,98,0,6,460.8,Very Low,28937.0,46998.0
2613.023132,57099,67,20,37,0,1,67.859881,Very Low,12829.0,57099.0
9080.639651,33897,114,15,67,0,8,539.843003,Very Low,92163.0,33897.0
13770.97618,59207,116,23,21,0,2,556.8,Very Low,17588.0,59207.0
2876.822941,40171,73,8,78,0,1,350.4,Very Low,59556.0,40171.0
5548.031892,67798,69,1,78,0,9,331.2,Very Low,27906.0,67798.0
5097.526248,21665,136,0,25,0,1,765.709629,Very Low,50825.0,21665.0
24143.87556,0,87,9,75,0,2,626.4,Low,59183.0,59183.0
3538.059456,0,67,12,67,5,7,321.6,Very Low,58776.0,58776.0
29091.23936,34226,244,29,22,0,2,494.395024,Low,81082.0,34226.0
19834.20115,65989,123,4,43,1,2,115.545086,Low,10458.0,65989.0
4731.366975,30686,61,22,45,0,3,19.938981,Very Low,35482.0,30686.0
35537.846,0,113,15,6,0,2,799.926741,Moderate,29462.0,29462.0
34611.37896,20090,109,10,59,0,2,523.2,Moderate,18606.0,20090.0
20216.30883,0,183,6,16,0,2,878.4,Low,16042.0,16042.0
13976.51925,77094,176,25,29,0,5,444.470676,Very Low,24053.0,77094.0
5904.088162,97413,73,21,80,0,6,268.819985,Very Low,16495.0,97413.0
5595.835041,79189,69,6,97,0,4,331.2,Very Low,41163.0,79189.0
2294.303629,0,62,5,31,0,1,297.6,Very Low,25480.0,25480.0
6273.911874,18577,86,21,76,0,6,412.8,Very Low,26026.0,18577.0
3726.727996,0,112,7,34,1,1,806.4,Very Low,16049.0,16049.0
5285.118669,40783,67,13,43,1,9,321.6,Very Low,35592.0,40783.0
5110.680779,0,74,34,51,0,4,532.8,Very Low,66839.0,66839.0
7126.596501,17483,183,24,63,0,1,1317.6,Very Low,79090.0,17483.0
4601.634099,84394,114,9,38,0,1,691.412378,Very Low,24825.0,84394.0
9155.239699,0,127,3,93,0,3,804.811859,Very Low,26806.0,26806.0
14808.05624,41440,62,20,80,1,2,297.6,Very Low,56835.0,41440.0
8901.678357,0,136,14,69,1,8,1090.86434,Very Low,31911.0,31911.0
5734.598243,98132,71,10,61,0,3,50.587035,Very Low,22862.0,98132.0
4177.696973,0,112,4,49,0,1,537.6,Very Low,21450.0,21450.0
27776.28906,88220,230,28,63,0,2,151.528482,Low,46264.0,88220.0
10364.34749,58327,129,31,5,0,3,347.075948,Very Low,19064.0,58327.0
7851.901368,25950,66,27,1,0,2,271.697529,Very Low,32238.0,25950.0
4772.943848,20993,133,35,90,0,1,638.4,Very Low,40215.0,20993.0
14226.50485,65726,177,35,90,0,7,849.6,Very Low,35230.0,65726.0
4031.104947,0,63,35,59,3,3,639.45899,Very Low,54780.0,54780.0
2794.907476,39783,72,28,43,0,1,345.6,Very Low,67798.0,39783.0
4362.931238,58842,110,6,74,0,1,528.0,Very Low,21442.0,58842.0
9624.524417,25629,124,3,70,2,6,595.2,Very Low,20371.0,25629.0
5015.009472,48567,130,12,15,0,1,624.0,Very Low,17622.0,48567.0
6948.422239,0,196,0,73,2,1,1337.063487,Very Low,50200.0,50200.0
2896.918767,33746,74,1,6,1,1,355.2,Very Low,65876.0,33746.0
21903.91364,22254,79,22,75,0,2,125.194389,Low,36631.0,22254.0
9028.821403,65974,113,3,43,0,3,235.220971,Very Low,35895.0,65974.0
5303.759534,0,76,18,63,0,3,395.34111,Very Low,40864.0,40864.0
4165.354461,17161,113,1,22,1,1,542.4,Very Low,31972.0,17161.0
5123.768112,0,74,1,62,0,7,772.798511,Very Low,26849.0,26849.0
9492.342964,0,132,9,85,0,6,633.6,Very Low,22881.0,22881.0
8204.863191,0,73,9,14,0,2,350.4,Very Low,24664.0,24664.0
9877.295699,67752,131,4,40,4,9,168.517149,Very Low,23840.0,67752.0
4815.009736,25398,64,30,80,0,6,307.2,Very Low,26802.0,25398.0
6277.011679,0,88,30,19,0,4,633.6,Very Low,14973.0,14973.0
8260.639809,33321,105,6,2,0,3,504.0,Very Low,17101.0,33321.0
2549.450038,0,78,13,32,0,1,845.654042,Very Low,32051.0,32051.0
4502.679656,68798,114,19,69,0,1,92.915251,Very Low,38795.0,68798.0
3803.921781,20325,100,4,6,0,1,668.29397,Very Low,21509.0,20325.0
8635.4035,13129,117,15,93,0,6,700.901632,Very Low,37548.0,13129.0
5510.558964,0,73,24,57,0,4,525.6,Very Low,72421.0,72421.0
3585.884123,49080,91,14,68,0,1,25.299,Very Low,21385.0,49080.0
4889.25278,42536,63,30,57,0,6,375.330097,Very Low,28432.0,42536.0
2756.941661,29926,74,25,34,0,1,418.233667,Very Low,24031.0,29926.0
3289.547398,0,86,5,55,0,1,398.240791,Very Low,44162.0,44162.0
10937.1785,21450,138,15,35,0,4,938.513425,Very Low,63860.0,21450.0
7375.567916,33345,65,32,52,0,2,338.619869,Very Low,51335.0,33345.0
10110.77818,15752,90,27,37,0,2,339.344531,Very Low,35396.0,15752.0
5119.414293,40169,65,1,47,1,3,302.818833,Very Low,28519.0,40169.0
8533.832013,26049,113,10,15,1,9,619.165344,Very Low,20662.0,26049.0
2224.768,0,68,3,4,0,1,326.4,Very Low,84306.0,84306.0
8042.803784,55411,100,24,53,0,4,259.561195,Very Low,28937.0,55411.0
2554.437138,12459,70,4,41,0,1,336.0,Very Low,17291.0,12459.0
18073.93999,64620,76,24,32,1,2,364.8,Very Low,37256.0,64620.0
2430.506586,83140,61,25,70,0,1,179.161843,Very Low,96306.0,83140.0
3167.658442,0,92,20,50,0,1,662.4,Very Low,14290.0,14290.0
5465.603983,54422,68,9,8,0,5,75.501852,Very Low,37038.0,54422.0
10357.51422,68309,131,4,67,0,9,306.983596,Very Low,23156.0,68309.0
2537.813878,56621,65,27,36,2,1,84.026848,Very Low,20668.0,56621.0
2821.947219,38977,70,27,22,0,1,139.489926,Very Low,18834.0,38977.0
7757.128146,0,111,32,13,0,3,607.4459,Very Low,16244.0,16244.0
4079.132667,0,114,12,43,0,1,631.124372,Very Low,22436.0,22436.0
5955.544552,0,83,35,87,0,8,628.023494,Very Low,25544.0,25544.0
14158.61364,83235,70,16,33,0,2,336.0,Very Low,24186.0,83235.0
8487.238032,0,74,7,93,0,2,426.655599,Very Low,57449.0,57449.0
6285.476868,32390,80,20,36,0,8,91.417923,Very Low,22724.0,32390.0
11473.48149,66538,95,14,64,0,2,317.844812,Very Low,55561.0,66538.0
2310.882998,0,64,12,24,0,1,460.8,Very Low,28445.0,28445.0
23594.6802,76358,66,25,3,0,2,86.461582,Low,36068.0,76358.0
2514.59196,43860,65,15,58,0,1,156.124914,Very Low,36692.0,43860.0
5380.898636,55350,67,0,13,0,9,321.6,Very Low,52373.0,55350.0
4770.550911,12964,65,2,37,0,4,362.774545,Very Low,20532.0,12964.0
6756.651404,33288,86,1,27,2,9,221.856184,Very Low,41336.0,33288.0
5936.011773,0,84,31,25,0,3,980.169081,Very Low,15818.0,15818.0
3570.760509,56168,88,13,20,0,1,614.675906,Very Low,15406.0,56168.0
6019.960469,0,92,3,28,0,4,662.4,Very Low,40658.0,40658.0
5426.863953,23105,69,15,21,0,3,331.2,Very Low,88997.0,23105.0
2730.313804,36218,68,6,83,0,1,145.252168,Very Low,34946.0,36218.0
4982.681374,52275,62,6,88,0,5,374.240783,Very Low,10312.0,52275.0
8769.266756,49665,74,5,51,0,2,355.2,Very Low,20325.0,49665.0
4220.613534,32471,110,0,87,0,1,528.0,Very Low,28919.0,32471.0
11537.50507,0,86,12,89,1,2,619.2,Very Low,24423.0,24423.0
5887.182043,62773,73,19,57,0,9,80.669257,Very Low,32808.0,62773.0
4700.583771,76694,117,34,23,0,1,561.6,Very Low,25448.0,76694.0
10963.95723,55687,276,33,91,0,1,1324.8,Very Low,60423.0,55687.0
2523.171245,0,70,20,81,0,1,504.0,Very Low,22853.0,22853.0
3757.804716,36633,96,20,61,1,1,460.8,Very Low,69442.0,36633.0
12941.73353,77060,106,23,90,0,2,468.566133,Very Low,24182.0,77060.0
3764.465074,92600,94,9,48,0,1,842.43785,Very Low,47727.0,92600.0
6889.557028,0,66,2,75,0,2,475.2,Very Low,20128.0,20128.0
3623.454198,0,111,6,24,2,1,1171.93117,Very Low,23550.0,23550.0
7582.113842,64801,64,23,19,0,2,268.471802,Very Low,20567.0,64801.0
8277.74558,45257,103,33,90,0,4,494.4,Very Low,35296.0,45257.0
2576.455597,26854,66,31,70,0,1,475.2,Very Low,15630.0,26854.0
8205.387936,85840,102,14,79,2,4,138.722385,Very Low,28513.0,85840.0
19582.46887,26463,72,28,93,0,2,345.6,Low,33580.0,26463.0
6481.526576,30689,81,23,51,0,5,467.24802,Very Low,23791.0,30689.0
2599.310879,29590,66,17,18,0,1,467.503236,Very Low,10074.0,29590.0
9830.337629,25965,253,15,59,0,1,1214.4,Very Low,53133.0,25965.0
10442.65139,17269,139,3,31,0,5,667.2,Very Low,48315.0,17269.0
36057.53702,90330,137,0,86,3,2,192.085299,Moderate,40417.0,90330.0
8470.036773,0,113,34,5,0,8,619.973889,Very Low,29540.0,29540.0
8278.786492,0,110,20,66,0,7,1002.782553,Very Low,25378.0,25378.0
4788.932598,0,67,2,49,1,3,321.6,Very Low,76731.0,76731.0
3087.999917,18558,80,17,23,0,1,384.0,Very Low,69379.0,18558.0
4443.736209,46384,113,33,93,0,1,251.774574,Very Low,57449.0,46384.0
7984.086473,0,72,1,77,0,2,866.208321,Very Low,33806.0,33806.0
7180.971028,42303,180,24,66,0,1,1210.920949,Very Low,23599.0,42303.0
15656.03434,71731,130,12,50,0,2,599.648466,Very Low,47197.0,71731.0
5780.182197,51066,74,23,0,0,8,787.993313,Very Low,34095.0,51066.0
20714.94043,0,203,20,66,0,2,2027.724442,Low,28663.0,28663.0
5337.352409,0,86,19,93,3,5,619.2,Very Low,60880.0,60880.0
5050.826183,0,69,16,45,0,6,72.852047,Very Low,21723.0,21723.0
5116.624022,26173,68,2,10,1,9,449.819671,Very Low,16266.0,26173.0
7268.736958,24445,63,18,15,0,2,302.4,Very Low,21235.0,24445.0
2616.613903,72302,66,6,27,0,1,316.8,Very Low,61846.0,72302.0
3738.436222,27208,102,10,65,0,1,489.6,Very Low,20101.0,27208.0
2725.356404,36650,69,2,70,1,1,56.60333,Very Low,19724.0,36650.0
5453.861203,30855,68,7,15,0,7,259.060862,Very Low,39053.0,30855.0
6846.150323,0,95,13,20,0,5,456.0,Very Low,26486.0,26486.0
6172.914199,99960,76,19,83,0,4,364.8,Very Low,23333.0,99960.0
10346.32454,0,98,1,15,0,2,470.4,Very Low,20440.0,20440.0
6997.008618,55873,88,30,19,0,6,299.356083,Very Low,64706.0,55873.0
4196.257691,18052,111,5,71,0,1,699.1679,Very Low,50044.0,18052.0
7858.109763,28937,104,28,23,2,6,117.959654,Very Low,19003.0,28937.0
6064.343994,0,86,34,80,0,5,545.240341,Very Low,46703.0,46703.0
17497.52201,0,73,9,94,0,2,350.4,Very Low,14072.0,14072.0
8970.647312,12829,118,33,1,0,9,328.231432,Very Low,25998.0,12829.0
5923.117229,92163,73,3,79,0,6,66.568642,Very Low,12495.0,92163.0
35850.59935,17588,192,24,92,0,2,1382.4,Moderate,11904.0,17588.0
4331.460674,82302,106,11,92,0,1,722.178166,Very Low,24982.0,82302.0
13309.33517,0,127,19,40,0,2,609.6,Very Low,40082.0,40082.0
4528.50489,70340,113,5,56,0,1,542.4,Very Low,50825.0,70340.0
2791.906514,0,74,35,59,0,1,532.8,Very Low,47761.0,47761.0
8092.87696,50825,102,3,46,0,3,369.614729,Very Low,45776.0,50825.0
7996.00748,93459,99,9,85,0,5,655.41333,Very Low,10211.0,93459.0
5129.738992,86148,65,19,51,2,4,312.0,Very Low,25290.0,86148.0
5697.175238,27048,72,5,85,0,4,345.6,Very Low,13688.0,27048.0
9217.130629,73259,115,7,31,0,4,673.34265,Very Low,82664.0,73259.0
10208.92761,35482,129,21,59,0,3,619.2,Very Low,25949.0,35482.0
4170.687348,29462,107,28,23,1,1,513.6,Very Low,34644.0,29462.0
4505.405812,67801,115,12,45,1,1,23.810491,Very Low,55437.0,67801.0
3107.568648,0,94,34,59,4,1,451.2,Very Low,23879.0,23879.0
5528.664986,16042,73,33,58,0,9,350.4,Very Low,54337.0,16042.0
5045.866663,28056,64,32,41,1,8,307.2,Very Low,32857.0,28056.0
2962.722482,16495,85,25,75,3,1,408.0,Very Low,32225.0,16495.0
8665.956372,41163,108,11,66,0,3,231.922173,Very Low,36650.0,41163.0
11413.44115,0,161,3,71,1,9,772.8,Very Low,41185.0,41185.0
15488.43196,33799,109,28,52,3,2,664.980242,Very Low,19592.0,33799.0
6048.574243,0,61,17,71,3,2,292.8,Very Low,12439.0,12439.0
5934.741492,87747,147,3,87,1,1,46.492039,Very Low,17576.0,87747.0
3543.232138,35695,90,2,7,0,1,432.0,Very Low,28001.0,35695.0
3490.028304,90985,87,33,39,0,1,78.085149,Very Low,14290.0,90985.0
3683.099864,0,101,19,16,0,1,564.466556,Very Low,29981.0,29981.0
5989.773931,66839,154,33,24,0,1,739.2,Very Low,21921.0,66839.0
12500.84302,0,165,16,43,0,3,792.0,Very Low,39188.0,39188.0
8609.158215,79090,107,2,74,0,3,289.040734,Very Low,28204.0,79090.0
2497.45507,24825,64,34,44,0,1,155.938593,Very Low,38179.0,24825.0
7019.177186,26806,63,32,19,0,2,302.4,Very Low,10475.0,26806.0
5387.926265,56835,67,25,16,0,3,326.549425,Very Low,16513.0,56835.0
6165.557517,0,88,12,54,0,6,653.65668,Very Low,35124.0,35124.0
2730.20294,46135,69,12,68,0,1,103.935601,Very Low,88340.0,46135.0
5162.116944,0,73,21,87,0,4,809.532341,Very Low,24589.0,24589.0
7937.064822,22862,67,9,40,0,2,321.6,Very Low,69379.0,22862.0
8608.157233,21450,110,8,80,2,3,528.0,Very Low,25964.0,21450.0
2632.545795,95854,65,16,78,0,1,312.0,Very Low,61987.0,95854.0
7785.004214,44897,99,22,46,1,7,580.72531,Very Low,42570.0,44897.0
8255.76385,54040,103,14,88,0,4,59.987126,Very Low,31266.0,54040.0
4980.825042,53265,62,12,27,0,3,238.005074,Very Low,43860.0,53265.0
7457.237794,0,198,18,55,1,1,1577.674417,Very Low,31071.0,31071.0
12302.76244,43817,62,25,12,1,2,245.447622,Very Low,19382.0,43817.0
6862.508337,54780,88,22,72,3,5,135.26125,Very Low,33799.0,54780.0
9048.983447,0,119,9,8,0,3,571.2,Very Low,23818.0,23818.0
5548.031892,67798,69,1,78,0,9,331.2,Very Low,44624.0,67798.0
8312.681598,21442,118,32,84,0,3,566.4,Very Low,19614.0,21442.0
2389.980951,27615,62,19,18,1,1,297.6,Very Low,83846.0,27615.0
4458.113369,17622,65,1,36,1,3,312.0,Very Low,37741.0,17622.0
5295.741716,50200,135,23,98,0,1,637.063458,Very Low,12928.0,50200.0
3839.606117,0,112,3,51,2,1,537.6,Very Low,66839.0,66839.0
3731.504584,0,96,31,34,0,1,460.8,Very Low,67326.0,67326.0
2778.903705,73570,70,0,46,1,1,75.936096,Very Low,13476.0,73570.0
4016.541995,0,111,4,85,0,1,799.2,Very Low,26184.0,26184.0
8236.917193,0,106,11,15,0,6,603.058114,Very Low,40001.0,40001.0
2491.317024,36631,62,30,77,0,1,67.530904,Very Low,10269.0,36631.0
2908.875917,35895,73,11,51,0,1,312.921256,Very Low,23220.0,35895.0
4282.947971,40864,109,16,70,1,1,166.937747,Very Low,64125.0,40864.0
8341.623748,0,118,15,77,0,4,566.4,Very Low,48019.0,48019.0
5090.781344,93018,63,5,90,0,3,135.382194,Very Low,25676.0,93018.0
7366.1883,70014,62,6,4,0,2,17.742954,Very Low,27972.0,70014.0
2436.875126,48875,61,20,9,0,1,1.838367,Very Low,37138.0,48875.0
8852.688689,67969,74,11,14,0,2,197.776009,Very Low,11885.0,67969.0
23875.47675,0,108,8,55,0,2,612.102262,Low,89451.0,89451.0
5600.496541,68665,69,33,67,0,7,331.2,Very Low,20815.0,68665.0
4636.54647,26802,66,7,43,1,5,316.8,Very Low,33104.0,26802.0
7573.345057,0,110,6,37,0,6,1193.036154,Very Low,23634.0,23634.0
14696.63549,45345,125,0,73,0,2,600.0,Very Low,29124.0,45345.0
12298.6863,17101,113,1,88,0,2,542.4,Very Low,35693.0,17101.0
7724.840065,32051,193,4,40,1,1,926.4,Very Low,28792.0,32051.0
5946.670679,81139,74,22,69,0,3,392.6364,Very Low,22234.0,81139.0
8000.545061,63834,100,23,19,1,3,215.226476,Very Low,25663.0,63834.0
6457.560953,37548,81,12,9,0,3,160.598662,Very Low,22250.0,37548.0
7281.44014,0,69,28,28,3,2,371.803029,Very Low,37224.0,37224.0
2592.437797,72421,65,8,23,0,1,312.0,Very Low,29587.0,72421.0
4678.423394,83102,116,15,35,0,1,443.670399,Very Low,79487.0,83102.0
13869.92705,28432,118,1,59,0,2,612.300581,Very Low,20407.0,28432.0
8717.777831,83707,108,2,72,0,7,290.391526,Very Low,54094.0,83707.0
5233.986808,63259,65,25,14,0,7,316.795337,Very Low,31614.0,63259.0
4764.189722,0,67,18,73,0,8,405.527937,Very Low,35005.0,35005.0
2472.469209,63860,62,26,81,0,1,208.598246,Very Low,24721.0,63860.0
5608.316348,67176,72,20,90,0,9,345.6,Very Low,88997.0,67176.0
5505.057003,86132,68,30,10,0,3,301.437365,Very Low,26376.0,86132.0
2606.208503,28519,66,1,56,0,1,456.473115,Very Low,37612.0,28519.0
10481.94383,39102,88,11,98,0,2,152.338562,Very Low,37384.0,39102.0
3256.766388,0,89,17,56,0,1,491.755368,Very Low,26463.0,26463.0
30475.78048,97298,128,16,38,0,2,48.517439,Low,58414.0,97298.0
6364.902164,41986,84,25,31,2,5,430.375049,Very Low,10710.0,41986.0
9468.509337,0,88,6,47,0,2,633.6,Very Low,30595.0,30595.0
5631.451866,17291,73,3,25,0,5,350.4,Very Low,27972.0,17291.0
7780.999262,0,74,0,52,0,2,246.489123,Very Low,29305.0,29305.0
9816.528302,37256,62,15,7,0,2,128.969729,Very Low,36845.0,37256.0
7519.133631,96306,95,12,17,1,6,185.355353,Very Low,12131.0,96306.0
10179.71704,14290,271,20,40,0,1,1300.8,Very Low,33906.0,14290.0
2772.839235,37038,71,6,97,1,1,9.071305,Very Low,24012.0,37038.0
4037.501846,90760,103,5,7,2,1,133.475315,Very Low,42165.0,90760.0
21435.87782,20668,188,34,54,3,2,902.4,Low,30817.0,20668.0
2676.867914,54480,67,19,91,0,1,321.6,Very Low,38893.0,54480.0
2523.959554,16244,68,4,85,0,1,623.223617,Very Low,15630.0,16244.0
6988.401604,22436,89,24,21,0,3,427.2,Very Low,37722.0,22436.0
2695.963857,25544,68,18,30,0,1,326.4,Very Low,44705.0,25544.0
2673.319593,28728,67,8,10,0,1,321.6,Very Low,45893.0,28728.0
12157.32992,57449,103,6,28,0,2,494.4,Very Low,50071.0,57449.0
2957.764017,83318,73,21,42,0,1,211.336937,Very Low,17453.0,83318.0
7433.820995,55561,63,2,79,0,2,227.872071,Very Low,64801.0,55561.0
3099.538005,0,102,18,32,5,1,862.762957,Very Low,31841.0,31841.0
8415.684559,55308,107,17,74,0,6,513.6,Very Low,53603.0,55308.0
26843.12452,36068,97,0,10,0,2,113.367765,Low,24213.0,36068.0
13057.17071,48804,112,1,4,1,2,537.6,Very Low,79751.0,48804.0
9599.950239,0,131,6,52,0,6,943.2,Very Low,21586.0,21586.0
8535.108918,55790,111,4,40,0,9,117.672722,Very Low,61953.0,55790.0
8293.481886,70258,69,20,65,0,2,225.145949,Very Low,33837.0,70258.0
6846.150323,0,95,13,20,0,5,456.0,Very Low,43259.0,43259.0
6636.859781,47274,83,32,26,1,5,182.432565,Very Low,25064.0,47274.0
5802.83547,0,78,27,10,0,8,644.755653,Very Low,63774.0,63774.0
5077.320916,0,73,26,84,0,3,525.6,Very Low,41662.0,41662.0
12427.39371,15818,107,24,99,0,2,333.886816,Very Low,81190.0,15818.0
10990.59477,44552,137,7,42,0,3,311.103582,Very Low,41460.0,44552.0
3435.25008,64348,86,25,18,0,1,212.391975,Very Low,24743.0,64348.0
6624.61183,0,62,27,53,0,2,297.6,Very Low,21881.0,21881.0
5757.442258,88997,72,9,71,0,3,174.041566,Very Low,60798.0,88997.0
2691.568951,77411,67,30,63,0,1,257.900458,Very Low,23060.0,77411.0
2886.451602,10312,78,10,63,0,1,486.278557,Very Low,21190.0,10312.0
5341.438779,0,72,4,11,1,7,345.6,Very Low,34612.0,34612.0
4160.018087,96263,103,5,5,0,1,1.924709,Very Low,27689.0,96263.0
2846.24535,28919,72,18,11,0,1,518.4,Very Low,52583.0,28919.0
4770.256564,0,68,2,28,1,4,326.4,Very Low,43244.0,43244.0
5059.616223,41869,64,5,52,0,6,262.12205,Very Low,76358.0,41869.0
9095.744565,0,128,5,76,0,8,921.6,Very Low,18608.0,18608.0
2688.863963,32808,68,1,88,1,1,541.695658,Very Low,73168.0,32808.0
8277.637562,79780,68,11,58,0,2,326.4,Very Low,21190.0,79780.0
9057.935331,91025,112,26,37,0,9,327.682669,Very Low,42937.0,91025.0
3801.750407,33043,95,15,90,0,1,456.0,Very Low,39018.0,33043.0
9339.341599,69442,118,26,6,3,3,1265.570302,Very Low,18505.0,69442.0
2520.12318,0,70,18,47,0,1,63.043197,Very Low,16618.0,16618.0
4984.095342,0,70,25,48,0,9,336.0,Very Low,23589.0,23589.0
2595.747991,47234,65,11,34,0,1,15.631363,Very Low,13154.0,47234.0
7437.693335,86863,92,27,26,0,3,441.6,Very Low,34115.0,86863.0
14536.78759,25805,66,25,0,2,2,375.866091,Very Low,23051.0,25805.0
5913.305869,43676,76,19,7,0,3,364.8,Very Low,23748.0,43676.0
2771.663013,59855,74,30,82,4,1,355.2,Very Low,40589.0,59855.0
29194.36639,35296,126,19,11,0,2,452.616872,Low,34665.0,35296.0
9880.38582,36576,125,11,73,1,3,113.450122,Very Low,66676.0,36576.0
15114.40241,28513,100,4,22,1,2,480.0,Very Low,20132.0,28513.0
5759.91084,85448,72,16,76,0,3,16.03451,Very Low,14973.0,85448.0
8495.164213,23791,110,11,71,3,7,615.27228,Very Low,23726.0,23791.0
4381.184212,20597,112,31,46,0,1,615.256301,Very Low,67763.0,20597.0
6997.827397,56940,87,11,10,0,9,512.66245,Very Low,61886.0,56940.0
11430.58845,93210,71,35,62,0,2,74.523935,Very Low,19464.0,93210.0
7482.486135,48992,94,30,0,1,7,426.072946,Very Low,40417.0,48992.0
8596.916624,53736,71,2,20,0,2,169.287785,Very Low,81872.0,53736.0
7854.960831,25378,66,22,32,1,2,419.464143,Very Low,39669.0,25378.0
2582.408525,76731,64,2,68,0,1,201.455005,Very Low,21342.0,76731.0
2275.363967,0,64,11,85,0,1,662.69318,Very Low,99845.0,99845.0
4118.588554,69379,103,14,79,0,1,494.4,Very Low,62396.0,69379.0
12157.32992,57449,103,6,28,0,2,494.4,Very Low,21975.0,57449.0
5152.819636,0,68,7,31,0,7,326.4,Very Low,31093.0,31093.0
6512.976472,0,93,30,70,0,6,669.6,Very Low,43091.0,43091.0
27789.69235,33806,89,32,59,0,2,395.729716,Low,26308.0,33806.0
4191.966092,77048,103,20,41,0,1,141.199465,Very Low,14290.0,77048.0
10928.40709,74965,90,20,93,0,2,58.557552,Very Low,20225.0,74965.0
7615.381271,34095,63,5,99,0,2,302.4,Very Low,62900.0,34095.0
2004.350666,0,66,16,35,4,1,316.8,Very Low,34990.0,34990.0
2434.681155,96045,61,24,35,0,1,8.582971,Very Low,65602.0,96045.0
14195.36028,86355,118,27,86,0,2,285.418473,Very Low,61146.0,86355.0
9427.684903,27824,118,32,9,0,8,566.4,Very Low,18944.0,27824.0
11982.42085,42995,101,10,22,0,2,410.508316,Very Low,24516.0,42995.0
3102.789546,21235,79,18,56,0,1,244.23135,Very Low,61063.0,21235.0
4222.631209,74585,106,1,49,0,1,218.598065,Very Low,15169.0,74585.0
